deliveryIndex,timestamp,alpha,beta,evaporationRate,Q,acoLength,acoPath,dijkstraLength,dijkstraPath,ratio
1007,126.46,3.00,1.00,1.000,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1008,127.04,3.00,1.00,1.000,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1009,127.44,3.00,1.00,1.000,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1010,127.82,3.00,1.00,1.000,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1011,128.14,3.00,1.00,1.000,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1012,128.40,3.00,1.00,1.000,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1013,128.64,3.00,1.00,1.000,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1014,128.87,3.00,1.00,1.000,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1015,129.10,3.00,1.00,1.000,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1016,129.32,3.00,1.00,1.000,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1017,129.57,3.00,1.00,1.000,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1018,129.80,3.00,1.00,1.000,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1019,130.01,3.00,1.00,1.000,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1020,130.28,3.00,1.00,1.000,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1021,130.54,3.00,1.00,1.000,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1022,130.79,3.00,1.00,1.000,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1023,131.06,3.00,1.00,1.000,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1024,131.31,3.00,1.00,1.000,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1025,131.55,3.00,1.00,1.000,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1026,131.83,3.00,1.00,1.000,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1027,132.07,3.00,1.00,1.000,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1028,132.33,3.00,1.00,1.000,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1029,132.59,3.00,1.00,1.000,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1030,132.83,3.00,1.00,1.000,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1031,133.10,3.00,1.00,1.000,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1032,133.36,3.00,1.00,1.000,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1033,133.61,3.00,1.00,1.000,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1034,133.86,3.00,1.00,1.000,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1035,134.12,3.00,1.00,1.000,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1036,134.62,3.00,1.00,1.000,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1037,135.14,3.00,1.00,1.000,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1038,135.49,3.00,1.00,1.000,10000,212.74,Y->G->J->O,212.74,Y->G->J->O,1.0000
1039,137.42,3.00,1.00,1.000,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1040,139.16,3.00,1.00,1.000,10000,477.67,Y->G->D->A->B->E->F->J->N->Q->R->O,212.74,Y->G->J->O,2.2453
1041,139.31,3.00,1.00,1.000,10000,212.74,Y->G->J->O,212.74,Y->G->J->O,1.0000
1042,139.71,3.00,1.00,1.000,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1043,139.73,3.00,1.00,1.000,10000,645.11,Y->G->K->P->S->V->S->T->S->W->U->R->O,212.74,Y->G->J->O,3.0324
1044,140.64,3.00,1.00,1.000,10000,495.42,Y->G->J->N->E->I->L->M->Q->R->O,212.74,Y->G->J->O,2.3287
1045,141.06,3.00,1.00,1.000,10000,471.22,Y->G->S->T->S->P->K->P->O,212.74,Y->G->J->O,2.2150
1046,141.21,3.00,1.00,1.000,10000,620.40,Y->D->G->K->P->S->T->S->W->U->R->O,212.74,Y->G->J->O,2.9162
1047,141.81,3.00,1.00,1.000,10000,608.37,Y->G->S->T->S->W->U->Q->R->O,212.74,Y->G->J->O,2.8597
1048,142.25,3.00,1.00,1.000,10000,382.14,Y->D->C->A->B->F->J->O,212.74,Y->G->J->O,1.7962
1049,143.80,3.00,1.00,1.000,10000,921.78,Y->G->K->P->U->Q->N->M->L->H->B->C->F->E->I->L->M->Q->R->O,212.74,Y->G->J->O,4.3328
1050,143.95,3.00,1.00,1.000,10000,676.84,Y->G->K->P->S->V->S->T->S->W->U->Q->R->O,212.74,Y->G->J->O,3.1815
1051,143.96,3.00,1.00,1.000,10000,797.38,Y->G->K->P->S->T->S->V->S->W->U->M->Q->N->J->O,212.74,Y->G->J->O,3.7481
1052,144.02,3.00,1.00,1.000,10000,482.02,Y->G->K->P->U->R->Q->N->J->O,212.74,Y->G->J->O,2.2657
1053,144.46,3.00,1.00,1.000,10000,756.85,Y->G->J->F->C->B->H->L->I->E->M->N->Q->U->R->O,212.74,Y->G->J->O,3.5576
1054,145.02,3.00,1.00,1.000,10000,281.23,Y->D->G->J->O,212.74,Y->G->J->O,1.3219
1055,145.68,3.00,1.00,1.000,10000,753.03,Y->D->C->A->B->H->L->M->U->W->S->P->O,212.74,Y->G->J->O,3.5396
1056,145.68,3.00,1.00,1.000,10000,212.74,Y->G->J->O,212.74,Y->G->J->O,1.0000
1057,145.77,3.00,1.00,1.000,10000,1039.46,Y->G->J->F->E->B->A->D->C->B->H->L->M->N->Q->U->W->S->T->S->P->O,212.74,Y->G->J->O,4.8860
1058,146.08,3.00,1.00,1.000,10000,800.96,Y->G->D->A->C->F->J->N->M->E->I->L->H->B->F->J->O,212.74,Y->G->J->O,3.7649
1059,146.61,3.00,1.00,1.000,10000,745.32,Y->D->G->K->P->S->V->S->T->S->W->U->Q->R->O,212.74,Y->G->J->O,3.5034
1060,146.90,3.00,1.00,1.000,10000,365.99,Y->G->D->C->B->E->F->J->O,212.74,Y->G->J->O,1.7204
1061,147.36,3.00,1.00,1.000,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1062,147.38,3.00,1.00,1.000,10000,306.76,Y->G->S->P->O,212.74,Y->G->J->O,1.4419
1063,147.70,3.00,1.00,1.000,10000,789.07,Y->G->D->C->B->E->F->J->N->M->Q->U->W->S->V->S->P->O,212.74,Y->G->J->O,3.7090
1064,148.37,3.00,1.00,1.000,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1065,148.74,3.00,1.00,1.000,10000,292.23,Y->D->G->K->P->O,212.74,Y->G->J->O,1.3736
1066,149.15,3.00,1.00,1.000,10000,640.68,Y->D->A->B->C->F->E->I->L->M->N->Q->U->R->O,212.74,Y->G->J->O,3.0115
1067,149.24,3.00,1.00,1.000,10000,591.94,Y->G->K->P->S->V->S->W->U->Q->R->O,212.74,Y->G->J->O,2.7824
1068,149.74,3.00,1.00,1.000,10000,212.74,Y->G->J->O,212.74,Y->G->J->O,1.0000
1069,149.83,3.00,1.00,1.000,10000,676.84,Y->G->K->P->S->V->S->T->S->W->U->Q->R->O,212.74,Y->G->J->O,3.1815
1070,150.40,3.00,1.00,1.000,10000,1320.31,Y->D->A->C->F->J->G->K->P->S->W->U->Q->N->M->E->B->H->L->I->E->I->E->M->Q->R->O,212.74,Y->G->J->O,6.2061
1071,150.49,3.00,1.00,1.000,10000,1108.52,Y->G->D->A->C->F->E->N->Q->U->M->L->H->B->E->I->L->H->L->U->R->O,212.74,Y->G->J->O,5.2106
1072,150.82,3.00,1.00,1.000,10000,472.12,Y->D->C->B->E->F->J->G->K->P->O,212.74,Y->G->J->O,2.2192
1073,151.04,3.00,1.00,1.000,10000,951.59,Y->D->G->J->F->E->B->A->C->F->E->N->M->L->H->L->U->R->Q->R->O,212.74,Y->G->J->O,4.4730
1074,151.18,3.00,1.00,1.000,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1075,151.79,3.00,1.00,1.000,10000,292.23,Y->D->G->K->P->O,212.74,Y->G->J->O,1.3736
1076,152.99,3.00,1.00,1.000,10000,1067.86,Y->G->J->N->Q->U->L->H->B->C->A->D->Y->D->G->K->P->O,212.74,Y->G->J->O,5.0195
1077,153.47,3.00,1.00,1.000,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1078,154.00,3.00,1.00,1.000,10000,780.83,Y->D->A->C->F->E->B->H->L->M->Q->N->J->G->K->P->O,212.74,Y->G->J->O,3.6703
1079,154.52,3.00,1.00,1.000,10000,1122.69,Y->G->K->P->U->M->N->J->F->E->B->C->D->A->B->H->L->I->E->N->Q->R->O,212.74,Y->G->J->O,5.2772
1080,154.74,3.00,1.00,1.000,10000,1122.16,Y->G->K->P->S->V->S->T->S->W->U->L->H->B->C->F->E->M->N->Q->R->O,212.74,Y->G->J->O,5.2747
1081,154.76,3.00,1.00,1.000,10000,306.76,Y->G->S->P->O,212.74,Y->G->J->O,1.4419
1082,154.85,3.00,1.00,1.000,10000,292.23,Y->D->G->K->P->O,212.74,Y->G->J->O,1.3736
1083,155.09,3.00,1.00,1.000,10000,292.23,Y->D->G->K->P->O,212.74,Y->G->J->O,1.3736
1084,155.24,3.00,1.00,1.000,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1085,155.34,3.00,1.00,1.000,10000,389.96,Y->G->D->C->A->B->F->J->O,212.74,Y->G->J->O,1.8330
1086,155.35,3.00,1.00,1.000,10000,628.21,Y->G->J->F->E->I->L->M->N->Q->R->U->P->O,212.74,Y->G->J->O,2.9529
1087,155.52,3.00,1.00,1.000,10000,1065.50,Y->D->G->J->F->E->B->A->C->A->B->H->L->U->W->S->V->S->P->O,212.74,Y->G->J->O,5.0084
1088,155.63,3.00,1.00,1.000,10000,492.07,Y->G->D->A->B->C->F->E->N->J->O,212.74,Y->G->J->O,2.3130
1089,155.93,3.00,1.00,1.000,10000,1315.63,Y->D->A->C->F->E->B->H->L->M->U->R->Q->N->J->G->K->P->S->V->S->T->S->W->U->R->O,212.74,Y->G->J->O,6.1841
1090,157.43,3.00,1.00,1.000,10000,1510.32,Y->G->D->A->C->B->E->I->L->M->N->J->F->E->I->E->I->E->I->E->B->H->L->U->W->S->V->S->P->K->P->O,212.74,Y->G->J->O,7.0993
1091,157.49,3.00,1.00,1.000,10000,857.71,Y->D->C->F->J->N->M->L->I->E->B->H->L->U->R->Q->R->O,212.74,Y->G->J->O,4.0317
1092,157.56,3.00,1.00,1.000,10000,306.76,Y->G->S->P->O,212.74,Y->G->J->O,1.4419
1093,157.74,3.00,1.00,1.000,10000,1197.40,Y->G->D->A->C->B->F->J->N->Q->R->U->M->L->I->E->B->H->L->I->E->F->E->N->J->O,212.74,Y->G->J->O,5.6284
1094,157.94,3.00,1.00,1.000,10000,294.21,Y->G->D->C->F->J->O,212.74,Y->G->J->O,1.3829
1095,157.95,3.00,1.00,1.000,10000,817.51,Y->D->G->S->T->S->V->S->P->K->P->U->Q->R->O,212.74,Y->G->J->O,3.8427
1096,158.01,3.00,1.00,1.000,10000,1757.27,Y->D->G->S->V->S->P->K->G->J->F->C->A->B->H->L->I->E->M->U->R->Q->N->Q->U->W->U->W->U->Q->N->Q->R->O,212.74,Y->G->J->O,8.2601
1097,158.17,3.00,1.00,1.000,10000,651.40,Y->G->D->C->F->E->I->L->U->R->Q->M->N->J->O,212.74,Y->G->J->O,3.0619
1098,158.31,3.00,1.00,1.000,10000,980.79,Y->G->D->A->C->B->E->M->L->H->B->F->J->N->Q->U->W->S->P->O,212.74,Y->G->J->O,4.6102
1099,158.78,3.00,1.00,1.000,10000,1479.08,Y->D->G->K->P->S->T->S->V->S->W->U->R->Q->N->E->F->B->C->A->B->H->L->I->L->M->L->M->N->J->O,212.74,Y->G->J->O,6.9524
1100,159.31,3.00,1.00,1.000,10000,1538.16,Y->G->K->P->S->W->U->L->M->E->I->E->F->C->A->B->H->B->A->D->C->D->C->A->D->G->J->N->Q->R->O,212.74,Y->G->J->O,7.2301
1101,159.43,3.00,1.00,1.000,10000,1051.29,Y->D->A->B->C->F->E->N->J->G->K->P->S->T->S->V->S->W->U->Q->R->O,212.74,Y->G->J->O,4.9416
1102,159.63,3.00,1.00,1.000,10000,1246.06,Y->D->A->C->F->J->G->K->P->S->T->S->V->S->W->U->L->H->B->E->M->Q->R->O,212.74,Y->G->J->O,5.8571
1103,160.31,3.00,1.00,1.000,10000,661.27,Y->G->K->P->S->W->U->L->M->N->Q->R->O,212.74,Y->G->J->O,3.1083
1104,160.34,3.00,1.00,1.000,10000,884.27,Y->G->S->V->S->T->S->W->U->Q->N->M->E->F->J->O,212.74,Y->G->J->O,4.1565
1105,160.83,3.00,1.00,1.000,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1106,161.29,3.00,1.00,1.000,10000,455.18,Y->D->A->C->F->J->N->M->Q->R->O,212.74,Y->G->J->O,2.1396
1107,161.36,3.00,1.00,1.000,10000,1140.60,Y->G->D->C->A->B->E->N->Q->M->L->I->L->U->W->S->T->S->V->S->P->K->P->O,212.74,Y->G->J->O,5.3614
1108,161.36,3.00,1.00,1.000,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1109,161.49,3.00,1.00,1.000,10000,511.73,Y->D->C->A->B->F->E->N->Q->R->O,212.74,Y->G->J->O,2.4054
1110,161.74,3.00,1.00,1.000,10000,212.74,Y->G->J->O,212.74,Y->G->J->O,1.0000
1111,161.77,3.00,1.00,1.000,10000,576.65,Y->G->S->T->S->W->U->R->O,212.74,Y->G->J->O,2.7106
1112,162.04,3.00,1.00,1.000,10000,676.84,Y->G->K->P->S->T->S->V->S->W->U->Q->R->O,212.74,Y->G->J->O,3.1815
1113,162.28,3.00,1.00,1.000,10000,1133.41,Y->D->G->J->N->Q->M->L->I->E->B->C->A->C->F->B->H->B->A->B->E->F->J->O,212.74,Y->G->J->O,5.3276
1114,162.28,3.00,1.00,1.000,10000,733.78,Y->G->J->F->E->I->L->H->B->A->C->D->G->K->P->O,212.74,Y->G->J->O,3.4492
1115,162.33,3.00,1.00,1.000,10000,716.47,Y->D->G->J->F->B->C->A->B->E->M->N->Q->U->R->O,212.74,Y->G->J->O,3.3678
1116,162.35,3.00,1.00,1.000,10000,960.45,Y->D->G->J->N->M->E->F->B->H->L->I->E->M->U->Q->R->O,212.74,Y->G->J->O,4.5146
1117,162.54,3.00,1.00,1.000,10000,1433.73,Y->D->C->B->H->L->M->U->R->Q->N->E->I->L->M->U->W->S->T->S->V->S->G->K->P->O,212.74,Y->G->J->O,6.7393
1118,163.18,3.00,1.00,1.000,10000,663.16,Y->G->J->F->C->B->E->I->L->H->L->M->Q->U->R->O,212.74,Y->G->J->O,3.1172
1119,163.38,3.00,1.00,1.000,10000,921.69,Y->D->G->J->N->E->F->C->B->H->L->U->W->S->P->O,212.74,Y->G->J->O,4.3324
1120,163.61,3.00,1.00,1.000,10000,760.23,Y->D->C->F->J->G->K->P->S->T->S->W->U->Q->R->O,212.74,Y->G->J->O,3.5735
1121,163.75,3.00,1.00,1.000,10000,292.23,Y->D->G->K->P->O,212.74,Y->G->J->O,1.3736
1122,163.95,3.00,1.00,1.000,10000,1128.85,Y->D->G->J->N->E->B->H->L->I->E->F->C->A->D->Y->G->K->P->O,212.74,Y->G->J->O,5.3062
1123,164.29,3.00,1.00,1.000,10000,709.70,Y->G->D->C->A->B->E->M->Q->N->J->F->C->D->G->K->P->O,212.74,Y->G->J->O,3.3360
1124,164.43,3.00,1.00,1.000,10000,485.47,Y->G->D->A->C->F->E->M->N->J->O,212.74,Y->G->J->O,2.2819
1125,164.81,3.00,1.00,1.000,10000,636.37,Y->G->S->T->S->V->S->P->K->G->J->O,212.74,Y->G->J->O,2.9913
1126,164.95,3.00,1.00,1.000,10000,965.20,Y->D->G->K->P->U->M->Q->N->E->I->L->H->B->C->F->J->O,212.74,Y->G->J->O,4.5369
1127,165.04,3.00,1.00,1.000,10000,1470.53,Y->D->C->B->E->F->J->N->Q->M->U->P->S->T->S->G->K->G->D->A->B->H->L->I->E->M->N->J->O,212.74,Y->G->J->O,6.9122
1128,165.06,3.00,1.00,1.000,10000,576.65,Y->G->S->T->S->W->U->R->O,212.74,Y->G->J->O,2.7106
1129,165.22,3.00,1.00,1.000,10000,306.76,Y->G->S->P->O,212.74,Y->G->J->O,1.4419
1130,165.68,3.00,1.00,1.000,10000,1957.36,Y->G->J->N->M->Q->R->U->P->S->W->U->L->I->E->B->C->A->D->C->F->B->H->L->H->L->I->E->I->E->M->Q->M->L->M->E->N->Q->R->O,212.74,Y->G->J->O,9.2006
1131,165.72,3.00,1.00,1.000,10000,745.68,Y->D->C->F->E->B->A->C->A->B->H->L->M->N->J->O,212.74,Y->G->J->O,3.5051
1132,166.33,3.00,1.00,1.000,10000,292.23,Y->D->G->K->P->O,212.74,Y->G->J->O,1.3736
1133,166.45,3.00,1.00,1.000,10000,782.63,Y->D->C->A->B->E->N->J->F->J->G->S->P->K->P->O,212.74,Y->G->J->O,3.6788
1134,166.57,3.00,1.00,1.000,10000,292.23,Y->D->G->K->P->O,212.74,Y->G->J->O,1.3736
1135,167.17,3.00,1.00,1.000,10000,518.22,Y->D->C->B->E->I->L->M->Q->U->R->O,212.74,Y->G->J->O,2.4359
1136,167.20,3.00,1.00,1.000,10000,419.69,Y->G->J->N->Q->M->U->R->O,212.74,Y->G->J->O,1.9727
1137,167.48,3.00,1.00,1.000,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1138,167.51,3.00,1.00,1.000,10000,1484.33,Y->G->J->F->E->B->H->L->I->E->M->N->Q->R->U->W->S->V->S->P->K->G->D->C->A->C->D->G->D->C->F->J->O,212.74,Y->G->J->O,6.9771
1139,167.52,3.00,1.00,1.000,10000,606.67,Y->G->D->A->C->B->E->M->L->I->E->F->J->O,212.74,Y->G->J->O,2.8517
1140,167.64,3.00,1.00,1.000,10000,1756.43,Y->G->D->C->A->B->H->L->I->E->F->J->N->M->Q->R->U->P->K->G->S->T->S->W->S->V->S->V->S->G->K->P->O,212.74,Y->G->J->O,8.2561
1141,167.85,3.00,1.00,1.000,10000,491.78,Y->D->G->J->N->M->U->Q->R->O,212.74,Y->G->J->O,2.3116
1142,167.85,3.00,1.00,1.000,10000,292.23,Y->D->G->K->P->O,212.74,Y->G->J->O,1.3736
1143,168.08,3.00,1.00,1.000,10000,391.65,Y->G->S->T->S->P->O,212.74,Y->G->J->O,1.8410
1144,168.18,3.00,1.00,1.000,10000,676.84,Y->G->K->P->S->V->S->T->S->W->U->Q->R->O,212.74,Y->G->J->O,3.1815
1145,168.31,3.00,1.00,1.000,10000,1962.13,Y->G->D->A->C->B->E->I->L->H->B->F->J->N->Q->R->U->W->S->T->S->P->K->G->D->A->D->A->B->H->B->A->B->F->B->E->M->N->J->O,212.74,Y->G->J->O,9.2230
1146,168.65,3.00,1.00,1.000,10000,1014.00,Y->D->C->F->J->N->M->E->I->L->H->B->A->C->A->B->F->J->G->K->P->O,212.74,Y->G->J->O,4.7663
1147,168.67,3.00,1.00,1.000,10000,2379.38,Y->G->D->A->B->F->C->A->C->B->E->M->Q->R->U->L->H->B->F->J->N->E->I->E->F->C->D->Y->D->Y->D->G->K->P->S->T->S->V->S->W->S->P->O,212.74,Y->G->J->O,11.1843
1148,168.75,3.00,1.00,1.000,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1149,169.40,3.00,1.00,1.000,10000,932.78,Y->D->A->B->E->F->J->N->Q->R->U->M->L->I->E->F->C->D->G->K->P->O,212.74,Y->G->J->O,4.3845
1150,169.86,3.00,1.00,1.000,10000,212.74,Y->G->J->O,212.74,Y->G->J->O,1.0000
1151,170.26,3.00,1.00,1.000,10000,639.66,Y->G->D->C->B->E->M->U->R->Q->N->J->F->J->O,212.74,Y->G->J->O,3.0067
1152,170.33,3.00,1.00,1.000,10000,2167.36,Y->G->J->N->E->F->B->A->D->C->A->D->Y->G->K->P->S->W->U->R->Q->M->L->I->L->H->B->F->B->E->M->N->E->N->E->B->E->N->Q->R->O,212.74,Y->G->J->O,10.1877
1153,170.50,3.00,1.00,1.000,10000,760.02,Y->D->C->A->B->F->E->M->L->I->E->N->Q->U->R->O,212.74,Y->G->J->O,3.5725
1154,170.54,3.00,1.00,1.000,10000,381.88,Y->D->A->C->B->F->J->O,212.74,Y->G->J->O,1.7950
1155,171.04,3.00,1.00,0.650,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1156,171.07,3.00,1.00,0.500,10000,445.64,Y->D->A->B->E->F->C->F->J->O,212.74,Y->G->J->O,2.0947
1157,171.08,3.00,1.00,0.450,10000,585.37,Y->D->G->J->N->Q->R->U->P->K->P->O,212.74,Y->G->J->O,2.7515
1158,171.21,3.00,1.00,0.250,10000,1756.41,Y->D->G->J->N->E->M->L->I->L->H->B->C->F->E->B->A->B->A->B->C->D->A->D->C->D->Y->G->K->P->U->Q->R->O,212.74,Y->G->J->O,8.2560
1159,171.26,3.00,1.00,0.250,10000,2559.06,Y->G->D->C->B->E->F->J->N->Q->M->L->I->E->B->A->D->Y->D->A->C->F->B->H->B->C->D->C->A->C->D->Y->D->Y->D->G->K->P->S->T->S->W->U->R->O,212.74,Y->G->J->O,12.0289
1160,171.29,3.00,1.00,0.250,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1161,172.04,3.00,1.00,0.300,10000,1163.42,Y->G->K->P->U->Q->N->E->F->C->B->H->L->I->E->M->L->M->E->M->Q->R->O,212.74,Y->G->J->O,5.4687
1162,172.34,3.00,1.00,0.400,10000,943.19,Y->G->D->C->B->A->C->F->J->N->Q->M->L->I->E->B->H->L->U->R->O,212.74,Y->G->J->O,4.4335
1163,172.71,3.00,1.00,0.550,10000,1237.12,Y->D->A->C->F->J->G->S->W->U->M->E->B->H->L->I->E->N->Q->R->O,212.74,Y->G->J->O,5.8151
1164,173.07,3.00,1.00,0.100,10000,541.71,Y->D->A->B->E->I->L->M->Q->U->R->O,212.74,Y->G->J->O,2.5463
1165,174.33,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1166,174.56,3.00,1.00,0.100,10000,518.41,Y->D->A->C->B->E->F->J->G->K->P->O,212.74,Y->G->J->O,2.4368
1167,174.71,3.00,1.00,0.100,10000,292.23,Y->D->G->K->P->O,212.74,Y->G->J->O,1.3736
1168,175.74,3.00,1.00,0.100,10000,531.83,Y->G->D->A->B->E->I->L->U->R->O,212.74,Y->G->J->O,2.4999
1169,175.79,3.00,1.00,0.100,10000,1852.30,Y->G->D->C->A->B->E->I->L->M->U->R->Q->N->J->F->C->A->D->Y->D->A->C->D->C->D->C->A->C->B->H->L->M->U->P->K->P->O,212.74,Y->G->J->O,8.7068
1170,176.00,3.00,1.00,0.100,10000,335.25,Y->G->J->N->M->Q->R->O,212.74,Y->G->J->O,1.5758
1171,176.35,3.00,1.00,0.100,10000,292.23,Y->D->G->K->P->O,212.74,Y->G->J->O,1.3736
1172,176.45,3.00,1.00,0.100,10000,1036.19,Y->D->C->A->B->F->E->I->L->H->L->U->Q->N->M->L->I->E->M->N->J->O,212.74,Y->G->J->O,4.8706
1173,176.52,3.00,1.00,0.100,10000,566.32,Y->G->D->A->B->E->N->M->U->Q->R->O,212.74,Y->G->J->O,2.6620
1174,176.65,3.00,1.00,0.100,10000,719.39,Y->D->G->J->N->M->Q->R->U->W->S->T->S->P->O,212.74,Y->G->J->O,3.3815
1175,176.66,3.00,1.00,0.100,10000,1140.37,Y->G->J->F->C->A->B->H->L->M->N->E->I->E->F->B->H->L->U->Q->R->O,212.74,Y->G->J->O,5.3603
1176,176.75,3.00,1.00,0.100,10000,292.23,Y->D->G->K->P->O,212.74,Y->G->J->O,1.3736
1177,176.94,3.00,1.00,0.100,10000,1442.16,Y->D->A->B->C->F->J->G->K->P->S->T->S->W->U->R->Q->N->E->I->L->M->L->H->L->H->L->M->Q->U->R->O,212.74,Y->G->J->O,6.7789
1178,177.01,3.00,1.00,0.100,10000,1409.28,Y->D->G->S->V->S->T->S->P->K->G->J->N->Q->M->L->I->E->B->A->C->F->B->H->L->U->R->O,212.74,Y->G->J->O,6.6244
1179,177.10,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1180,177.38,3.00,1.00,0.100,10000,1010.60,Y->D->A->B->F->J->N->M->E->I->L->H->B->C->B->E->N->Q->U->R->O,212.74,Y->G->J->O,4.7504
1181,177.39,3.00,1.00,0.100,10000,712.21,Y->D->G->K->P->U->Q->M->E->F->J->N->Q->R->O,212.74,Y->G->J->O,3.3477
1182,177.40,3.00,1.00,0.100,10000,294.21,Y->G->D->C->F->J->O,212.74,Y->G->J->O,1.3829
1183,177.95,3.00,1.00,0.100,10000,628.93,Y->D->A->B->C->F->E->M->N->J->G->K->P->O,212.74,Y->G->J->O,2.9563
1184,178.06,3.00,1.00,0.100,10000,1380.18,Y->D->G->J->F->C->B->A->B->H->L->I->E->M->Q->R->U->W->S->T->S->V->S->P->K->G->J->O,212.74,Y->G->J->O,6.4876
1185,178.06,3.00,1.00,0.100,10000,1157.91,Y->G->D->A->C->B->E->M->Q->N->J->F->B->H->L->I->E->N->E->N->Q->U->R->O,212.74,Y->G->J->O,5.4428
1186,178.24,3.00,1.00,0.100,10000,676.73,Y->D->C->A->B->E->I->L->U->Q->N->M->Q->R->O,212.74,Y->G->J->O,3.1810
1187,178.30,3.00,1.00,0.100,10000,503.83,Y->D->G->J->F->E->M->N->Q->R->O,212.74,Y->G->J->O,2.3682
1188,178.31,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1189,178.70,3.00,1.00,0.100,10000,1009.61,Y->G->J->F->E->N->M->L->H->B->A->D->C->B->E->I->L->U->Q->R->O,212.74,Y->G->J->O,4.7457
1190,179.13,3.00,1.00,0.100,10000,745.32,Y->D->G->K->P->S->V->S->T->S->W->U->Q->R->O,212.74,Y->G->J->O,3.5034
1191,179.27,3.00,1.00,0.100,10000,1910.90,Y->G->K->P->S->V->S->T->S->W->U->R->Q->N->J->F->C->D->A->B->E->I->L->M->L->H->B->H->B->E->B->F->B->C->A->C->A->C->F->J->O,212.74,Y->G->J->O,8.9822
1192,179.33,3.00,1.00,0.100,10000,292.23,Y->D->G->K->P->O,212.74,Y->G->J->O,1.3736
1193,179.65,3.00,1.00,0.100,10000,583.47,Y->G->J->N->E->I->L->M->U->Q->R->O,212.74,Y->G->J->O,2.7426
1194,179.77,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1195,179.81,3.00,1.00,0.100,10000,1316.43,Y->G->J->F->B->E->I->L->M->U->R->Q->N->Q->M->U->P->S->T->S->V->S->W->U->Q->R->O,212.74,Y->G->J->O,6.1879
1196,180.03,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
