deliveryIndex,timestamp,alpha,beta,evaporationRate,Q,acoLength,acoPath,dijkstraLength,dijkstraPath,ratio
1429,201.57,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1430,201.67,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1431,201.77,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1432,201.88,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1433,201.97,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1434,202.09,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1435,202.21,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1436,202.29,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1437,202.41,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1438,202.51,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1439,202.61,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1440,202.72,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1441,202.81,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1442,202.93,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1443,203.04,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1444,203.13,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1445,203.25,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1446,203.35,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1447,203.45,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1448,203.55,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1449,203.65,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1450,203.75,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1451,203.87,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1452,203.97,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1453,204.07,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1454,204.17,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1455,204.29,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1456,204.39,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1457,204.49,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1458,204.59,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1459,204.69,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1460,204.79,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1461,204.91,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1462,205.03,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1463,205.11,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1464,205.23,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1465,205.33,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1466,205.43,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1467,205.63,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1468,205.75,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1469,205.85,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1470,205.95,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1471,206.07,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1472,206.17,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1473,206.27,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1474,206.37,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1475,206.47,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1476,206.57,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1477,206.69,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1478,206.79,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1479,206.89,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1480,206.99,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1481,207.11,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1482,207.21,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1483,207.31,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1484,207.41,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1485,207.51,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1486,207.61,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1487,207.73,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1488,207.85,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1489,207.93,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1490,208.05,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1491,208.15,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1492,208.25,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1493,208.35,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1494,208.45,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1495,208.57,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1496,208.67,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1497,208.77,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1498,208.89,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1499,209.00,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1500,209.09,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1501,209.19,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1502,209.30,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1503,209.40,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1504,209.52,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1505,209.62,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1506,209.71,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1507,209.82,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1508,209.92,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1509,210.02,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1510,210.14,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1511,210.23,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1512,210.34,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1513,210.44,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1514,210.56,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1515,210.68,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1516,210.76,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1517,210.88,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1518,210.98,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1519,211.08,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1520,211.18,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1521,211.28,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1522,211.40,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1523,211.50,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1524,211.60,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1525,211.72,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1526,211.82,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1527,211.92,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1528,212.02,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1529,212.12,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1530,212.22,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1531,212.34,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1532,212.44,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1533,212.54,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1534,212.64,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1535,212.76,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1536,212.86,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1537,212.96,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1538,213.06,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1539,213.16,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1540,213.26,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1541,213.38,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1542,213.50,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1543,213.58,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1544,213.70,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1545,213.80,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1546,213.90,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1547,214.00,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1548,214.10,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1549,214.22,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1550,214.32,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1551,214.42,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1552,214.54,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1553,214.64,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1554,214.74,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1555,214.84,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1556,214.94,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1557,215.04,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1558,215.16,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1559,215.26,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1560,215.36,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1561,215.46,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1562,215.58,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1563,215.68,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1564,215.78,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1565,215.88,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1566,215.98,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1567,216.08,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1568,216.20,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1569,216.32,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1570,216.40,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1571,216.47,3.00,1.00,0.100,10000,1753.80,Y->G->K->P->U->L->H->B->C->A->D->Y->D->G->S->V->S->T->S->W->U->Q->M->N->E->F->J->O,212.74,Y->G->J->O,8.2438
1572,216.52,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1573,216.62,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1574,216.72,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1575,216.82,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1576,216.92,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1577,217.04,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1578,217.14,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1579,217.24,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1580,217.36,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1581,217.45,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1582,217.56,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1583,217.66,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1584,217.76,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1585,217.86,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1586,217.98,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1587,218.08,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1588,218.18,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1589,218.28,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1590,218.40,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1591,218.50,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1592,218.60,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1593,218.70,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1594,218.80,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1595,218.90,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1596,219.02,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1597,219.14,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1598,219.22,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1599,219.34,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1600,219.45,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1601,219.54,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1602,219.64,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1603,219.74,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1604,219.84,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1605,219.94,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1606,220.06,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1607,220.16,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1608,220.26,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1609,220.38,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1610,220.48,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1611,220.58,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1612,220.68,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1613,220.78,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1614,220.88,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1615,221.00,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1616,221.10,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1617,221.20,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1618,221.30,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1619,221.42,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1620,221.52,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1621,221.62,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1622,221.72,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1623,221.82,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1624,221.92,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1625,222.04,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1626,222.16,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1627,222.24,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1628,222.36,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1629,222.46,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1630,222.56,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1631,222.66,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1632,222.76,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1633,222.88,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1634,222.98,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1635,223.08,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1636,223.20,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1637,223.29,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1638,223.40,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1639,223.50,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1640,223.60,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1641,223.70,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1642,223.82,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1643,223.92,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1644,224.02,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1645,224.12,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1646,224.24,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1647,224.34,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1648,224.44,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1649,224.54,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1650,224.64,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1651,224.74,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1652,224.86,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1653,224.97,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1654,225.06,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1655,225.18,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1656,225.28,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1657,225.38,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1658,225.48,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1659,225.58,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1660,225.70,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1661,225.80,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1662,225.90,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1663,226.02,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1664,226.11,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1665,226.22,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1666,226.32,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1667,226.42,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1668,226.52,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1669,226.63,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1670,226.73,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1671,226.84,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1672,226.94,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1673,227.06,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1674,227.16,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1675,227.26,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1676,227.36,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1677,227.46,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1678,227.56,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1679,227.68,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1680,227.79,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
